тип;название;Модель;Топливо;Давление, атм;Паропроизводительность, кг/ч;температура пара;КПД;мощность, кВт;Производство пара, кг/ч;Расход газа;Расход дизеля;Расход мазута;Расход твердого топлиё
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-150;дизель;0,7-25;150-12000;115-225;92;;150;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-200;дизель;0,7-25;150-12000;115-225;92;;200;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-250;дизель;0,7-25;150-12000;115-225;92;;250;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-300;дизель;0,7-25;150-12000;115-225;92;;300;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-400;дизель;0,7-25;150-12000;115-225;92;;400;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-500;дизель;0,7-25;150-12000;115-225;92;;500;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-600;дизель;0,7-25;150-12000;115-225;92;;600;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-700;дизель;0,7-25;150-12000;115-225;92;;700;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-800;дизель;0,7-25;150-12000;115-225;92;;800;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-900;дизель;0,7-25;150-12000;115-225;92;;900;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-1000;дизель;0,7-25;150-12000;115-225;92;;1000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-1200;дизель;0,7-25;150-12000;115-225;92;;1200;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-1600;дизель;0,7-25;150-12000;115-225;92;;1600;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-2000;дизель;0,7-25;150-12000;115-225;92;;2000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-2500;дизель;0,7-25;150-12000;115-225;92;;2500;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-3000;дизель;0,7-25;150-12000;115-225;92;;3000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-3500;дизель;0,7-25;150-12000;115-225;92;;3500;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-4000;дизель;0,7-25;150-12000;115-225;92;;4000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-5000;дизель;0,7-25;150-12000;115-225;92;;5000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-6000;дизель;0,7-25;150-12000;115-225;92;;6000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-7000;дизель;0,7-25;150-12000;115-225;92;;7000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-8000;дизель;0,7-25;150-12000;115-225;92;;8000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-9000;дизель;0,7-25;150-12000;115-225;92;;9000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-10000;дизель;0,7-25;150-12000;115-225;92;;10000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-11000;дизель;0,7-25;150-12000;115-225;92;;11000;;;;;;;;
Генерация пара;Паровой котлёл двухходовой;КПО-ПК-ДХ-12000;дизель;0,7-25;150-12000;115-225;92;;12000;;;;;;;;
Генерация пара;Паровой котлёл трёхходовой;КПО-ПК-ТХ-150;дизель;0,7-25;150-12000;115-225;92;;150;;;;;;;;
Генерация пара;Паровой котлёл трёхходовой;КПО-ПК-ТХ-200;дизель;0,7-25;150-12000;115-225;92;;200;;;;;;;;
Генерация пара;Паровой котлёл трёхходовой;КПО-ПК-ТХ-250;дизель;0,7-25;150-12000;115-225;92;;250;;;;;;;;
Генерация пара;Паровой котлёл трёхходовой;КПО-ПК-ТХ-300;дизель;0,7-25;150-12000;115-225;92;;300;;;;;;;;
Генерация пара;Паровой котлёл трёхходовой;КПО-ПК-ТХ-400;дизель;0,7-25;150-12000;115-225;92;;400;;;;;;;;
Генерация пара;Паровой котлёл трёхходовой;КПО-ПК-ТХ-500;дизель;0,7-25;150-12000;115-225;92;;500;;;;;;;;
Генерация пара;Паровой котлёл трёхходовой;КПО-ПК-ТХ-600;дизель;0,7-25;150-12000;115-225;92;;600;;;;;;;;
Генерация пара;Паровой котлёл трёхходовой;КПО-ПК-ТХ-700;дизель;0,7-25;150-12000;115-225;92;;700;;;;;;;;
Генерация пара;Паровой котлёл трёхходовой;КПО-ПК-ТХ-800;дизель;0,7-25;150-12000;115-225;92;;800;;;;;;;;
